"Tabell 4A: Döda juli-december 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
I51.9,"Hjärtsjukdom, ospecificerad",Kv,20,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,4,2,3,7,2
,,M,27,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,5,2,3,5,7,1
I60-I69,"Sjukdomar i hjärnans kärl",Kv,1293,1,-,-,-,-,-,1,-,2,5,7,10,12,23,30,73,137,209,299,312,172
,,M,1090,-,-,-,1,-,-,-,-,-,2,4,17,18,26,47,126,194,214,227,171,43
I60.0,"Subaraknoidalblödning från karotissifonen eller karotisbifurkationen",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I60.1,"Subaraknoidalblödning från arteria cerebri media",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I60.2,"Subaraknoidalblödning från arteria communicans anterior",Kv,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-
I60.4,"Subaraknoidalblödning från arteria basilaris",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-
I60.5,"Subaraknoidalblödning från arteria vertebralis",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I60.7,"Subaraknoidalblödning från ospecificerad intrakraniell artär",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I60.8,"Annan subaraknoidalblödning",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
,,M,3,-,-,-,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
I60.9,"Subaraknoidalblödning, ospecificerad",Kv,62,-,-,-,-,-,-,1,-,1,3,4,3,6,5,6,11,7,8,4,3,-
,,M,28,-,-,-,-,-,-,-,-,-,1,-,1,1,3,2,5,4,4,5,2,-
I61.0,"Djup intracerebral blödning i storhjärnshemisfär",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
I61.2,"Intracerebral blödning i storhjärnshemisfär, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I61.3,"Intracerebral blödning i hjärnstammen",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,1,-
,,M,13,-,-,-,-,-,-,-,-,-,1,1,1,1,2,-,1,5,-,-,1,-
I61.4,"Intracerebellär blödning",Kv,11,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,3,3,1,2,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,2,2,1,1,-
I61.5,"Intraventrikulär blödning",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,1,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,1
I61.9,"Intracerebral blödning, ospecificerad",Kv,187,-,-,-,-,-,-,-,-,-,1,2,4,2,6,7,19,27,43,37,31,8
,,M,197,-,-,-,-,-,-,-,-,-,-,3,7,5,8,13,29,32,44,36,18,2
I62.0,"Icke-traumatisk subdural blödning",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,2,-
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,3,-
I62.9,"Intrakraniell blödning (icke-traumatisk) ospecificerad",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,-,5,1,-
,,M,13,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,2,3,1,2,-,-
I63.0,"Cerebral infarkt orsakad av trombos i precerebrala artärer",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,1,-,-
I63.2,"Cerebral infarkt orsakad av ospecificerad ocklusion eller stenos i precerebrala artärer",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,2,2,1,1,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,5,-,2,-,-
I63.3,"Cerebral infarkt orsakad av trombos i cerebrala artärer",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
I63.4,"Cerebral infarkt orsakad av emboli i cerebrala artärer",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I63.5,"Cerebral infarkt orsakad av ospecificerad ocklusion eller stenos i cerebrala artärer",Kv,41,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,1,7,11,5,3,7
,,M,24,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,6,3,5,4,3
I63.9,"Cerebral infarkt, ospecificerad",Kv,212,1,-,-,-,-,-,-,-,-,1,-,-,-,1,-,7,24,34,57,60,27
,,M,207,-,-,-,-,-,-,-,-,-,-,-,3,3,6,12,24,42,46,37,29,5
I64,"Akut cerebrovaskulär sjukdom ej specificerad som blödning eller infarkt",Kv,319,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,11,25,42,79,99,57
,,M,259,-,-,-,-,-,-,-,-,-,-,-,1,3,-,9,23,45,45,62,56,15
I67.1,"Cerebralt aneurysm, icke brustet",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
I67.2,"Cerebral ateroskleros",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
I67.3,"Progressiv vaskulär leukoencefalopati",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-
I67.5,Moyamoyasjukdom,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
I67.6,"Icke varig trombos i intrakraniella venösa systemet",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I67.7,"Cerebral arterit som ej klassificeras på annan plats",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I67.8,"Andra specificerade cerebrovaskulära sjukdomar",Kv,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,13,12,10,8
,,M,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,1,5,3,3
I67.9,"Cerebrovaskulär sjukdom, ospecificerad",Kv,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6,11,24,26,24
,,M,62,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,8,15,9,17,6
I69.0,"Sena effekter av subaraknoidalblödning",Kv,8,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,3,2,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
I69.1,"Sena effekter av intracerebral blödning",Kv,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,5,4,1,3
,,M,19,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,5,5,-,6,1,-
I69.2,"Sena effekter av annan icke-traumatisk intrakraniell blödning",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
I69.3,"Sena effekter av cerebral infarkt",Kv,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,7,15,20,10
,,M,39,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,5,3,8,8,11,-
I69.4,"Sena effekter av cerebrovaskulär sjukdom, ej specificerad som blödning eller infarkt",Kv,118,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,6,17,17,24,35,17
,,M,117,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,10,22,24,32,17,7
I69.8,"Sena effekter av andra och ospecificerade cerebrovaskulära sjukdomar",Kv,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,7,16,13,6
,,M,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,9,11,6,1
I70-I79,"Sjukdomar i artärer, arterioler (småartärer) och kapillärer",Kv,350,-,-,-,-,-,-,-,-,-,-,1,2,2,11,22,33,49,47,72,64,47
,,M,347,-,-,-,-,-,1,1,-,2,1,3,8,8,16,22,43,56,84,59,34,9
I70.0,"Ateroskleros i aorta",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I70.2,"Ateroskleros i extremitetsartärer",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,1
I70.9,"Generaliserad och ospecificerad ateroskleros",Kv,115,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,5,14,10,25,24,31
,,M,55,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,10,6,12,10,9,1
I71.0,"Dissektion av aorta (oavsett lokalisation)",Kv,57,-,-,-,-,-,-,-,-,-,-,1,2,1,6,7,8,8,10,9,2,3
,,M,76,-,-,-,-,-,1,-,-,1,-,3,8,5,6,2,11,14,17,5,3,-
I71.1,"Torakalt aortaaneurysm, brustet",Kv,18,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,4,3,2,4,1,-
,,M,9,-,-,-,-,-,-,-,-,1,1,-,-,-,-,3,-,1,1,2,-,-
I71.2,"Torakalt aortaaneurysm, icke brustet",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,2,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-
I71.3,"Bukaortaaneurysm, brustet",Kv,28,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,5,6,7,3,-
,,M,58,-,-,-,-,-,-,-,-,-,-,-,-,1,5,1,6,12,15,11,6,1
I71.4,"Bukaortaaneurysm, icke brustet",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,3,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,4,2,-,-
I71.5,"Torakoabdominellt aortaaneurysm, brustet",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1
I71.8,"Aortaaneurysm med ospecificerad lokalisation, brustet",Kv,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,3,7,10,6,2
,,M,58,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,9,8,16,13,5,3
I71.9,"Aortaaneurysm med ospecificerad lokalisation, icke brustet",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,3,1
,,M,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,3,4,1,-
I72.0,"Aneurysm och dissektion i arteria carotis",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
I72.3,"Aneurysm och dissektion i arteria iliaca",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-
I72.5,"Aneurysm och dissektion i andra precerebrala artärer",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I72.8,"Aneurysm och dissektion i andra specificerade artärer",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I72.9,"Aneurysm och dissektion med ospecificerad lokalisation",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I73.9,"Perifer vaskulär sjukdom, ospecificerad",Kv,47,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,7,10,7,15,5
,,M,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,9,5,3,2
I74.0,"Emboli och trombos i bukaorta",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
I74.1,"Emboli och trombos i andra och ospecificerade delar av aorta",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
I74.3,"Emboli och trombos i nedre extremitetsartärer",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
I74.4,"Emboli och trombos i extremitetsartärer, ospecificerade",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I74.5,"Emboli och trombos i arteria iliaca",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
I74.9,"Emboli och trombos i ospecificerad artär",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,1
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,2,1,-
I77.1,Artärstriktur,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,2,1,1
I77.2,Artärruptur,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I77.6,"Arterit, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-
I77.9,"Sjukdom i artärer och arterioler, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I78.1,"Nevus, icke-neoplastiskt",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I80-I89,"Sjukdomar i vener, lymfkärl och lymfkörtlar som ej klassificeras annorstädes",Kv,22,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,6,5,5,1
,,M,21,-,-,-,-,-,-,1,-,-,1,1,-,2,3,2,2,3,3,-,1,2
I80.1,"Flebit och tromboflebit i vena femoralis",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
I80.2,"Flebit och tromboflebit i andra djupa kärl i nedre extremiteterna",Kv,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,5,2,2,-
,,M,14,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,1,2,3,-,-,2
I80.3,"Flebit och tromboflebit i nedre extremiteterna, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
I81,"Trombos i portavenen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
I82.2,"Emboli och trombos i vena cava",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I82.9,"Venös emboli och trombos i ospecificerad ven",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I83.1,"Varicer i nedre extremiteterna med inflammation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I85.0,"Esofagusvaricer med blödning",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
I85.9,"Esofagusvaricer utan blödning",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I87.2,"Venös insufficiens (kronisk) (perifer)",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
I95-I99,"Andra och icke specificerade sjukdomar i cirkulationsorganen",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,3,2
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,1,1
I95.1,"Ortostatisk hypotoni",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I95.8,"Annan specificerad hypotoni",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
I99,"Andra och icke specificerade sjukdomar i cirkulationsorganen",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,3,2
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,-,1
"J00-J99","KAP X. ANDNINGSORGANENS SJUKDOMAR",Kv,1071,1,-,-,-,-,-,1,1,1,-,-,5,14,19,61,122,173,239,203,152,79
,,M,1102,-,-,-,-,-,-,1,-,3,-,4,6,6,30,62,105,225,233,217,170,40
J00-J06,"Akuta infektioner i övre luftvägarna",Kv,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J06.9,"Akut övre luftvägsinfektion, ospecificerad",Kv,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J09-J18,"Influensa och lunginflammation",Kv,209,-,-,-,-,-,-,-,1,-,-,-,-,4,1,5,6,14,32,53,62,31
,,M,280,-,-,-,-,-,-,1,-,1,-,1,3,1,5,11,21,37,58,65,53,23
J11.0,"Influensa med pneumoni, virus ej identifierat",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J12.2,"Pneumoni orsakad av parainfluensavirus",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J12.9,"Viruspneumoni, ospecificerad",M,2,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
J15.0,"Pneumoni orsakad av Klebsiella pneumoniae",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J15.6,"Pneumoni orsakad av andra gramnegativa bakterier",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J15.9,"Bakteriell pneumoni, ospecificerad",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2
,,M,11,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,2,3,1,1
J18.0,"Bronkopneumoni, ospecificerad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,4,-
,,M,16,-,-,-,-,-,-,-,-,1,-,-,1,-,1,6,1,3,-,2,1,-
J18.1,"Lobär pneumoni, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,2,-,-,-
J18.8,"Annan pneumoni orsakad av ospecificerad mikroorganism",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J18.9,"Pneumoni, ospecificerad",Kv,194,-,-,-,-,-,-,-,1,-,-,-,-,3,-,5,6,14,30,50,56,29
,,M,240,-,-,-,-,-,-,-,-,-,-,1,1,-,2,5,18,31,53,57,50,22
J20-J22,"Andra akuta infektioner i nedre luftvägarna",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,2
,,M,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,1,5,-
J20.9,"Akut bronkit, ospecificerad",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-
J22,"Icke specificerad akut infektion i nedre luftvägarna",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,2
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,5,-
J30-J39,"Andra sjukdomar i övre luftvägarna",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J38.7,"Andra specificerade sjukdomar i struphuvudet",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J39.0,"Retrofaryngeal och parafaryngeal abscess",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J39.2,"Andra sjukdomar i farynx",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-
J39.8,"Andra specificerade sjukdomar i övre luftvägarna",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J40-J47,"Kroniska sjukdomar i nedre luftvägarna",Kv,698,-,-,-,-,-,-,1,-,1,-,-,4,6,15,43,99,136,173,114,72,34
,,M,557,-,-,-,-,-,-,-,-,1,-,1,1,4,20,39,60,132,111,100,79,9
J41.1,"Mukopurulent kronisk bronkit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J42,"Icke specificerad kronisk bronkit",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
J43.9,"Lungemfysem, ospecificerat",Kv,34,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,9,7,5,4,2,2
,,M,47,-,-,-,-,-,-,-,-,-,-,1,-,2,1,3,9,12,5,9,5,-
J44.0,"Kroniskt obstruktiv lungsjukdom med akut nedre luftvägsinfektion",Kv,99,-,-,-,-,-,-,-,-,-,-,-,-,2,1,6,13,17,30,11,14,5
,,M,120,-,-,-,-,-,-,-,-,-,-,-,-,-,3,11,21,23,23,28,11,-
J44.1,"Kroniskt obstruktiv lungsjukdom med akut exacerbation, ospecificerad",Kv,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,13,20,8,4,1
,,M,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,13,15,7,13,1
J44.8,"Annan specificerad kroniskt obstruktiv lungsjukdom",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,-,1
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,1,-
J44.9,"Kroniskt obstruktiv lungsjukdom, ospecificerad",Kv,463,-,-,-,-,-,-,-,-,-,-,-,3,2,13,30,67,94,110,80,47,17
,,M,306,-,-,-,-,-,-,-,-,-,-,-,1,2,14,21,25,83,64,51,39,6
J45.9,"Astma, ospecificerad",Kv,33,-,-,-,-,-,-,-,-,1,-,-,1,1,-,1,1,4,7,5,4,8
,,M,18,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,1,2,9,2
J46,"Akut svår astma",Kv,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J47,"Bronkiektasier (lokala utvidgningar av luftrören)",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,-
,,M,5,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,1,1,-
J60-J70,"Lungsjukdomar av yttre orsaker",Kv,16,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,1,1,4,2,3
,,M,51,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,1,8,12,13,8,4
J61,"Pneumokonios (dammlunga) orsakad av asbest och andra mineralfibrer",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
J67.9,"Hypersensitivitetspneumonit orsakad av organiskt damm, ospecificerat",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
J69.0,"Pneumonit orsakad av föda eller uppkräkt maginnehåll",Kv,16,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,1,1,4,2,3
,,M,46,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3,1,7,11,12,7,4
J70.1,"Kroniska och andra lungmanifestationer orsakade av strålning",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J70.2,"Akuta läkemedelsutlösta interstitiella lungsjukdomar",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J80-J84,"Andra lungsjukdomar som huvudsakligen engagerar interstitiet (lungornas stödjevävnad)",Kv,81,-,-,-,-,-,-,-,-,-,-,-,1,-,3,8,12,12,20,16,7,2
,,M,149,-,-,-,-,-,-,-,-,-,-,1,1,-,4,6,17,32,43,26,19,-
J80,"Akut andningssviktsyndrom hos vuxen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
J81,Lungödem,Kv,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,-,-
J82,"Lungeosinofili som ej klassificeras annorstädes",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J84.0,"Alveolära och parietoalveolära tillstånd",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J84.1,"Annan interstitiell lungsjukdom med fibros",Kv,72,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,11,12,17,15,7,2
,,M,127,-,-,-,-,-,-,-,-,-,-,1,1,-,4,6,12,26,39,21,17,-
J84.8,"Andra specificerade interstitiella lungsjukdomar",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J84.9,"Interstitiell lungsjukdom, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
,,M,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,4,1,-
J85-J86,"Variga och nekrotiska tillstånd i nedre luftvägarna",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,2,-,-,-
,,M,14,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,4,2,4,-,1
J85.1,"Lungabscess med pneumoni",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J85.2,"Lungabscess utan pneumoni",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
