"Tabell4A:Dödajanuari-juni2021efterunderliggandedödsorsakenligtICD:sdetaljlista,könochålder.Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
I60.6,Subaraknoidalblödning från andra intrakraniella artärer,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
I60.7,Subaraknoidalblödning från ospecificerad intrakraniell artär,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I60.8,Annan subaraknoidalblödning,Kv,3,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-
,,M,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
I60.9,"Subaraknoidalblödning, ospecificerad",Kv,56,-,-,-,-,-,-,-,-,1,1,1,1,3,10,4,6,8,8,6,6,1
,,M,27,-,-,-,-,-,-,-,-,-,1,3,5,3,1,5,4,3,-,1,-,1
I61.0,Djup intracerebral blödning i storhjärnshemisfär,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1
I61.2,"Intracerebral blödning i storhjärnshemisfär, ospecificerad",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-
I61.3,Intracerebral blödning i hjärnstammen,Kv,5,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,2,-,1,-
,,M,7,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,1,-,-,-,-
I61.4,Intracerebellär blödning,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,3,-,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,4,-,1,-,-
I61.5,Intraventrikulär blödning,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,1,1,1,-
I61.6,Intracerebral blödning med multipel lokalisation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I61.8,Annan specificerad intracerebral blödning,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I61.9,"Intracerebral blödning, ospecificerad",Kv,218,-,-,-,-,-,-,-,-,1,1,2,2,4,5,15,28,29,46,52,26,7
,,M,202,-,-,-,-,-,-,-,-,-,1,3,2,8,14,19,21,44,45,27,17,1
I62.0,Icke-traumatisk subdural blödning,Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,2
,,M,21,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6,7,4,2,1
I62.9,Intrakraniell blödning (icke-traumatisk) ospecificerad,Kv,6,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,2,-,-,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,1,-,-
I63.0,Cerebral infarkt orsakad av trombos i precerebrala artärer,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,1,1,-,-
I63.2,Cerebral infarkt orsakad av ospecificerad ocklusion eller stenos i precerebrala artärer,Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,5,1,-
,,M,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,3,3,2,1
I63.3,Cerebral infarkt orsakad av trombos i cerebrala artärer,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-
I63.4,Cerebral infarkt orsakad av emboli i cerebrala artärer,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,-,-
I63.5,Cerebral infarkt orsakad av ospecificerad ocklusion eller stenos i cerebrala artärer,Kv,31,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,7,4,6,8,2
,,M,18,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,1,2,3,5,1
I63.9,"Cerebral infarkt, ospecificerad",Kv,231,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,8,33,38,52,67,24
,,M,200,-,-,1,-,-,-,-,-,1,1,1,2,3,3,14,19,38,37,42,28,10
I64,Akut cerebrovaskulär sjukdom ej specificerad som blödning eller infarkt,Kv,344,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,16,30,48,102,86,57
,,M,279,-,-,-,-,-,-,-,-,-,-,-,-,1,6,11,31,49,48,62,52,19
I67.1,"Cerebralt aneurysm, icke brustet",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
I67.2,Cerebral ateroskleros,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,5,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1
I67.7,Cerebral arterit som ej klassificeras på annan plats,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I67.8,Andra specificerade cerebrovaskulära sjukdomar,Kv,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,13,12,9,9
,,M,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,7,6,3,4
I67.9,"Cerebrovaskulär sjukdom, ospecificerad",Kv,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,7,9,16,27,25
,,M,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,12,8,24,12,5
I69.0,Sena effekter av subaraknoidalblödning,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,2,1,1
I69.1,Sena effekter av intracerebral blödning,Kv,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,3,5,7,2
,,M,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,-,4,5,2,2
I69.2,Sena effekter av annan icke-traumatisk intrakraniell blödning,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1
I69.3,Sena effekter av cerebral infarkt,Kv,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,8,11,12,18,8
,,M,54,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,7,5,12,16,7,4
I69.4,"Sena effekter av cerebrovaskulär sjukdom, ej specificerad som blödning eller infarkt",Kv,122,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,7,14,18,27,37,16
,,M,116,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,8,26,32,25,12,8
I69.8,Sena effekter av andra och ospecificerade cerebrovaskulära sjukdomar,Kv,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,8,7,13,14
,,M,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,2,4,1
I70-I79,"Sjukdomar i artärer, arterioler (småartärer) och kapillärer",Kv,345,-,-,-,-,-,-,-,-,-,-,-,3,3,8,15,34,57,64,62,48,51
,,M,358,-,-,-,-,-,-,-,-,-,1,1,4,5,13,31,41,58,76,61,51,16
I70.2,Ateroskleros i extremitetsartärer,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,1,1,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,-,4,-
I70.9,Generaliserad och ospecificerad ateroskleros,Kv,92,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,4,10,11,18,20,24
,,M,90,-,-,-,-,-,-,-,-,-,-,-,-,2,3,7,12,11,14,14,19,8
I71.0,Dissektion av aorta (oavsett lokalisation),Kv,84,-,-,-,-,-,-,-,-,-,-,-,1,1,4,6,11,23,18,12,3,5
,,M,49,-,-,-,-,-,-,-,-,-,-,1,3,1,4,7,6,11,12,3,1,-
I71.1,"Torakalt aortaaneurysm, brustet",Kv,8,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,2,-,-,1,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,2,2,2,-,-
I71.2,"Torakalt aortaaneurysm, icke brustet",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-
I71.3,"Bukaortaaneurysm, brustet",Kv,31,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,3,4,12,4,4,2
,,M,69,-,-,-,-,-,-,-,-,-,1,-,-,-,2,6,5,9,14,16,15,1
I71.4,"Bukaortaaneurysm, icke brustet",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,-,3
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,-,3
I71.5,"Torakoabdominellt aortaaneurysm, brustet",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I71.6,"Torakoabdominellt aortaaneurysm, icke brustet",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-
I71.8,"Aortaaneurysm med ospecificerad lokalisation, brustet",Kv,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,3,7,6,2,3
,,M,47,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,4,13,12,11,3,1
I71.9,"Aortaaneurysm med ospecificerad lokalisation, icke brustet",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,1,2
,,M,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,5,4,3,1,-
I72.0,Aneurysm och dissektion i arteria carotis,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
I72.2,Aneurysm och dissektion i njurartär,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I72.3,Aneurysm och dissektion i arteria iliaca,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-
I72.5,Aneurysm och dissektion i andra precerebrala artärer,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I72.6,Aneurysm och dissektion i arteria vertebralis,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
I72.8,Aneurysm och dissektion i andra specificerade artärer,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I72.9,Aneurysm och dissektion med ospecificerad lokalisation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I73.9,"Perifer vaskulär sjukdom, ospecificerad",Kv,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,8,12,12,7
,,M,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,2,6,7,6,2
I74.0,Emboli och trombos i bukaorta,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
I74.1,Emboli och trombos i andra och ospecificerade delar av aorta,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I74.2,Emboli och trombos i övre extremitetsartärer,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
I74.3,Emboli och trombos i nedre extremitetsartärer,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-
I74.9,Emboli och trombos i ospecificerad artär,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-
I77.0,"Arteriovenös fistel, förvärvad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I77.1,Artärstriktur,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,3
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,1
I77.2,Artärruptur,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I77.6,"Arterit, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
I77.9,"Sjukdom i artärer och arterioler, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
I80-I89,"Sjukdomar i vener, lymfkärl och lymfkörtlar som ej klassificeras annorstädes",Kv,18,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,-,2,2,6,2,-
,,M,19,-,-,-,-,-,-,1,-,-,-,-,-,1,1,4,5,2,2,2,-,1
I80.1,Flebit och tromboflebit i vena femoralis,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
I80.2,Flebit och tromboflebit i andra djupa kärl i nedre extremiteterna,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,2,1,-
,,M,12,-,-,-,-,-,-,1,-,-,-,-,-,-,-,3,4,-,1,2,-,1
I80.3,"Flebit och tromboflebit i nedre extremiteterna, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I81,Trombos i portavenen,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I82.2,Emboli och trombos i vena cava,Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
I82.9,Venös emboli och trombos i ospecificerad ven,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
I83.0,Varicer i nedre extremiteterna med bensår,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I85.0,Esofagusvaricer med blödning,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-
I87.2,Venös insufficiens (kronisk) (perifer),Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-
I95-I99,Andra och icke specificerade sjukdomar i cirkulationsorganen,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,2,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,1
I95.1,Ortostatisk hypotoni,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
I95.8,Annan specificerad hypotoni,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
I95.9,"Hypotoni, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
I99,Andra och icke specificerade sjukdomar i cirkulationsorganen,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J00-J99,KAP X. ANDNINGSORGANENS SJUKDOMAR,Kv,1086,-,-,-,-,-,-,1,-,-,1,4,3,11,22,58,122,199,186,226,159,94
,,M,1125,-,-,-,-,-,-,1,1,4,2,1,3,11,30,60,135,195,239,243,143,57
J00-J06,Akuta infektioner i övre luftvägarna,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
J03.9,"Akut tonsillit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J06.9,"Akut övre luftvägsinfektion, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
J09-J18,Influensa och lunginflammation,Kv,206,-,-,-,-,-,-,1,-,-,1,2,1,2,2,9,8,9,19,45,59,48
,,M,276,-,-,-,-,-,-,1,-,2,1,-,2,-,3,9,21,38,38,56,68,37
J12.9,"Viruspneumoni, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1
J13,Pneumoni orsakad av Streptococcus pneumoniae,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-
J15.2,Pneumoni orsakad av stafylokocker,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J15.9,"Bakteriell pneumoni, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,2
J18.0,"Bronkopneumoni, ospecificerad",Kv,10,-,-,-,-,-,-,-,-,-,1,1,1,1,2,2,-,1,-,-,-,1
,,M,15,-,-,-,-,-,-,-,-,1,1,-,-,-,-,4,2,1,2,3,1,-
J18.1,"Lobär pneumoni, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
,,M,7,-,-,-,-,-,-,1,-,-,-,-,2,-,1,-,2,1,-,-,-,-
J18.2,"Hypostatisk pneumoni, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J18.9,"Pneumoni, ospecificerad",Kv,187,-,-,-,-,-,-,1,-,-,-,1,-,1,-,6,8,7,19,42,57,45
,,M,239,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,17,36,34,48,64,34
J20-J22,Andra akuta infektioner i nedre luftvägarna,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,1,1,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,-,-
J20.9,"Akut bronkit, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
J22,Icke specificerad akut infektion i nedre luftvägarna,Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,1,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-
J30-J39,Andra sjukdomar i övre luftvägarna,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
J38.0,Förlamning av stämbanden och struphuvudet,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J38.4,Larynxödem,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J39.8,Andra specificerade sjukdomar i övre luftvägarna,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J40-J47,Kroniska sjukdomar i nedre luftvägarna,Kv,698,-,-,-,-,-,-,-,-,-,-,-,1,7,17,35,98,161,140,140,70,29
,,M,532,-,-,-,-,-,-,-,-,2,-,1,-,6,14,28,68,102,127,118,54,12
J40,Bronkit icke specificerad som akut eller kronisk,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
J42,Icke specificerad kronisk bronkit,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
J43.9,"Lungemfysem, ospecificerat",Kv,39,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,6,10,8,6,2,-
,,M,36,-,-,-,-,-,-,-,-,-,-,-,-,1,1,7,2,10,7,5,2,1
J44.0,Kroniskt obstruktiv lungsjukdom med akut nedre luftvägsinfektion,Kv,85,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,14,19,11,19,12,5
,,M,115,-,-,-,-,-,-,-,-,1,-,-,-,2,4,5,14,14,31,26,17,1
J44.1,"Kroniskt obstruktiv lungsjukdom med akut exacerbation, ospecificerad",Kv,74,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,11,19,14,14,10,2
,,M,40,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4,9,10,12,3,1
J44.8,Annan specificerad kroniskt obstruktiv lungsjukdom,Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,2,3,1,2
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-
J44.9,"Kroniskt obstruktiv lungsjukdom, ospecificerad",Kv,448,-,-,-,-,-,-,-,-,-,-,-,1,6,10,19,65,112,98,86,35,16
,,M,317,-,-,-,-,-,-,-,-,-,-,-,-,2,7,16,48,61,76,69,30,8
J45.9,"Astma, ospecificerad",Kv,37,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,2,1,6,11,9,3
,,M,14,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,3,2,3,2,1
J46,Akut svår astma,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J47,Bronkiektasier (lokala utvidgningar av luftrören),Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-
J60-J70,Lungsjukdomar av yttre orsaker,Kv,24,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,4,1,5,6,5
,,M,48,-,-,-,-,-,-,-,1,-,1,-,1,-,1,3,5,8,8,11,6,3
J60,Pneumokonios (dammlunga) orsakad av stenkolsdamm,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J61,Pneumokonios (dammlunga) orsakad av asbest och andra mineralfibrer,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
J62.8,Pneumokonios orsakad av annat damm som innehåller kisel,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
J64,Icke specificerad pneumokonios (dammlunga),M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J69.0,Pneumonit orsakad av föda eller uppkräkt maginnehåll,Kv,23,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,3,1,5,6,5
,,M,42,-,-,-,-,-,-,-,1,-,1,-,1,-,1,2,4,6,7,10,6,3
J70.3,Kroniska läkemedelsutlösta interstitiella lungsjukdomar,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J80-J84,Andra lungsjukdomar som huvudsakligen engagerar interstitiet (lungornas stödjevävnad),Kv,91,-,-,-,-,-,-,-,-,-,-,-,1,1,2,9,13,12,14,23,12,4
,,M,203,-,-,-,-,-,-,-,-,-,-,-,-,3,10,13,31,40,54,42,9,1
J80,Akut andningssviktsyndrom hos vuxen,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
J81,Lungödem,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,-,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,3,2,1,-
J84.1,Annan interstitiell lungsjukdom med fibros,Kv,77,-,-,-,-,-,-,-,-,-,-,-,1,1,2,7,11,9,12,21,11,2
,,M,174,-,-,-,-,-,-,-,-,-,-,-,-,3,8,12,28,37,43,35,7,1
J84.8,Andra specificerade interstitiella lungsjukdomar,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J84.9,"Interstitiell lungsjukdom, ospecificerad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,-,1,-
,,M,18,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,7,4,1,-
J85-J86,Variga och nekrotiska tillstånd i nedre luftvägarna,Kv,14,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,3,3,4,-
,,M,13,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,-,3,3,2,-
J85.1,Lungabscess med pneumoni,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-
J85.2,Lungabscess utan pneumoni,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J86.0,Empyem med fistel,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J86.9,Empyem utan fistel,Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,3,2,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,3,3,1,-
J90-J94,Andra sjukdomar i lungsäcken,Kv,8,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,3,-,2
,,M,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,6,1,-
J90,Utgjutning i lungsäcken som ej klassificeras annorstädes,Kv,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-
J92.0,Pleuraplack med känd asbestexponering,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
