"Tabell 4A: Döda januari-juni 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
I51.4,"Myokardit, ospecificerad",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,2,-,1,-,-,-
,,M,24,-,-,-,-,-,-,-,-,1,1,-,2,5,1,5,4,1,4,-,-,-
I51.5,"Degenerativ hjärtmuskelförändring",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-
I51.6,"Kardiovaskulär sjukdom, ospecificerad",Kv,81,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,5,4,11,24,19,17
,,M,77,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,8,16,15,15,10,11
I51.7,Hjärtförstoring,Kv,23,-,-,-,-,-,-,-,-,-,-,1,2,2,4,5,1,5,2,-,1,-
,,M,88,-,-,-,-,-,1,-,2,3,5,4,6,13,12,13,16,7,4,2,-,-
I51.9,"Hjärtsjukdom, ospecificerad",Kv,17,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,1,2,2,5,4
,,M,26,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,3,1,12,1,4,1
I60-I69,"Sjukdomar i hjärnans kärl",Kv,1389,-,-,-,-,-,-,1,1,1,3,10,7,20,23,43,79,136,237,330,306,192
,,M,1203,-,-,-,-,-,1,1,3,-,3,6,19,24,28,62,138,197,241,231,198,51
I60.0,"Subaraknoidalblödning från karotissifonen eller karotisbifurkationen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
I60.1,"Subaraknoidalblödning från arteria cerebri media",Kv,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-
I60.3,"Subaraknoidalblödning från arteria communicans posterior",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I60.4,"Subaraknoidalblödning från arteria basilaris",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-
I60.5,"Subaraknoidalblödning från arteria vertebralis",M,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
I60.6,"Subaraknoidalblödning från andra intrakraniella artärer",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
I60.7,"Subaraknoidalblödning från ospecificerad intrakraniell artär",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I60.8,"Annan subaraknoidalblödning",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-
I60.9,"Subaraknoidalblödning, ospecificerad",Kv,53,-,-,-,-,-,-,-,-,1,2,5,3,5,5,8,8,4,3,5,2,2
,,M,31,-,-,-,-,-,-,-,-,-,-,-,1,3,1,4,6,6,2,3,4,1
I61.0,"Djup intracerebral blödning i storhjärnshemisfär",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I61.2,"Intracerebral blödning i storhjärnshemisfär, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
I61.3,"Intracerebral blödning i hjärnstammen",Kv,6,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,-,-,-,-,-,-
,,M,11,-,-,-,-,-,-,-,-,-,2,-,-,2,-,1,-,3,1,2,-,-
I61.4,"Intracerebellär blödning",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,2,1,1,1
,,M,12,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,2,3,2,1,1,-
I61.5,"Intraventrikulär blödning",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
I61.9,"Intracerebral blödning, ospecificerad",Kv,180,-,-,-,-,-,-,1,-,-,1,2,2,5,5,5,15,28,42,39,24,11
,,M,220,-,-,-,-,-,1,-,2,-,-,3,7,7,11,19,31,42,40,43,12,2
I62.0,"Icke-traumatisk subdural blödning",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1
,,M,14,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,5,3,3,-
I62.9,"Intrakraniell blödning (icke-traumatisk) ospecificerad",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,3,-
,,M,12,-,-,-,-,-,-,-,1,-,-,-,2,-,1,1,1,2,-,1,1,2
I63.0,"Cerebral infarkt orsakad av trombos i precerebrala artärer",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,1,-,1,-,-,-
I63.2,"Cerebral infarkt orsakad av ospecificerad ocklusion eller stenos i precerebrala artärer",Kv,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,3,1,3,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,2,3,-,-
I63.3,"Cerebral infarkt orsakad av trombos i cerebrala artärer",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-
I63.4,"Cerebral infarkt orsakad av emboli i cerebrala artärer",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-
I63.5,"Cerebral infarkt orsakad av ospecificerad ocklusion eller stenos i cerebrala artärer",Kv,31,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,2,2,5,5,6,6
,,M,17,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,4,3,2,3,1,1
I63.9,"Cerebral infarkt, ospecificerad",Kv,201,-,-,-,-,-,-,-,-,-,-,-,-,1,5,5,6,27,33,51,43,30
,,M,207,-,-,-,-,-,-,-,-,-,1,-,1,4,3,10,19,29,43,42,50,5
I64,"Akut cerebrovaskulär sjukdom ej specificerad som blödning eller infarkt",Kv,404,-,-,-,-,-,-,-,-,-,-,-,-,2,1,4,16,26,69,108,124,54
,,M,275,-,-,-,-,-,-,-,-,-,-,-,-,1,5,6,32,47,64,58,44,18
I67.0,"Dissektion av cerebrala artärer, icke brustna",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
I67.1,"Cerebralt aneurysm, icke brustet",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
I67.2,"Cerebral ateroskleros",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,1
I67.3,"Progressiv vaskulär leukoencefalopati",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I67.5,Moyamoyasjukdom,Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
I67.7,"Cerebral arterit som ej klassificeras på annan plats",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
I67.8,"Andra specificerade cerebrovaskulära sjukdomar",Kv,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,6,9,13,7,11
,,M,29,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,3,3,7,8,3,1
I67.9,"Cerebrovaskulär sjukdom, ospecificerad",Kv,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,5,18,30,23,30
,,M,66,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,6,9,11,11,20,8
I69.0,"Sena effekter av subaraknoidalblödning",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,3,-,1
,,M,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,1,-,-
I69.1,"Sena effekter av intracerebral blödning",Kv,24,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,2,3,5,5,4,1
,,M,19,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,4,6,-,4,-
I69.2,"Sena effekter av annan icke-traumatisk intrakraniell blödning",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-
I69.3,"Sena effekter av cerebral infarkt",Kv,55,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,8,6,14,11,10
,,M,43,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,7,13,7,7,3
I69.4,"Sena effekter av cerebrovaskulär sjukdom, ej specificerad som blödning eller infarkt",Kv,145,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,12,13,23,34,33,26
,,M,152,-,-,-,-,-,-,-,-,-,-,-,1,1,2,7,13,19,31,34,38,6
I69.8,"Sena effekter av andra och ospecificerade cerebrovaskulära sjukdomar",Kv,48,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,11,11,15,8
,,M,40,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,7,9,8,7,3
I70-I79,"Sjukdomar i artärer, arterioler (småartärer) och kapillärer",Kv,344,-,-,-,-,-,-,-,-,-,-,1,3,4,9,15,34,56,46,72,70,34
,,M,375,-,-,-,1,-,1,-,-,1,2,2,2,10,20,35,55,48,71,73,36,18
I70.0,"Ateroskleros i aorta",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I70.2,"Ateroskleros i extremitetsartärer",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,1,4,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-
I70.9,"Generaliserad och ospecificerad ateroskleros",Kv,121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,15,8,33,33,22
,,M,91,-,-,-,-,-,-,-,-,-,-,-,-,3,6,4,13,16,16,12,13,8
I71.0,"Dissektion av aorta (oavsett lokalisation)",Kv,46,-,-,-,-,-,-,-,-,-,-,1,1,4,4,4,4,11,8,7,2,-
,,M,68,-,-,-,1,-,-,-,-,1,2,2,1,3,7,11,12,6,11,8,2,1
I71.1,"Torakalt aortaaneurysm, brustet",Kv,20,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,3,4,5,3,2,-
,,M,15,-,-,-,-,-,1,-,-,-,-,-,-,1,-,4,3,2,2,1,-,1
I71.2,"Torakalt aortaaneurysm, icke brustet",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1
I71.3,"Bukaortaaneurysm, brustet",Kv,27,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,6,7,2,6,2
,,M,52,-,-,-,-,-,-,-,-,-,-,-,-,2,2,6,3,6,9,16,6,2
I71.4,"Bukaortaaneurysm, icke brustet",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,2,-
,,M,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,4,6,-,1
I71.5,"Torakoabdominellt aortaaneurysm, brustet",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
I71.6,"Torakoabdominellt aortaaneurysm, icke brustet",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I71.8,"Aortaaneurysm med ospecificerad lokalisation, brustet",Kv,31,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,6,6,7,6,5,-
,,M,43,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,5,7,10,9,3,-
I71.9,"Aortaaneurysm med ospecificerad lokalisation, icke brustet",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,5,1,-
,,M,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,5,1,1,-
I72.0,"Aneurysm och dissektion i arteria carotis",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
I72.3,"Aneurysm och dissektion i arteria iliaca",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
I72.5,"Aneurysm och dissektion i andra precerebrala artärer",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I72.6,"Aneurysm och dissektion i arteria vertebralis",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I72.8,"Aneurysm och dissektion i andra specificerade artärer",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I72.9,"Aneurysm och dissektion med ospecificerad lokalisation",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I73.0,"Raynauds syndrom",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I73.9,"Perifer vaskulär sjukdom, ospecificerad",Kv,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,9,6,9,11,7
,,M,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,2,7,9,8,1
I74.2,"Emboli och trombos i övre extremitetsartärer",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I74.3,"Emboli och trombos i nedre extremitetsartärer",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1
I74.8,"Emboli och trombos i andra specificerade artärer",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I74.9,"Emboli och trombos i ospecificerad artär",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-
I77.1,Artärstriktur,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1
I77.2,Artärruptur,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
I77.6,"Arterit, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,3,-,-
I77.8,"Andra specificerade sjukdomar i artärer och arterioler",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I77.9,"Sjukdom i artärer och arterioler, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
I78.0,"Hereditär hemorragisk telangiektasi",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-
I78.8,"Andra specificerade sjukdomar i kapillärerna",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
I80-I89,"Sjukdomar i vener, lymfkärl och lymfkörtlar som ej klassificeras annorstädes",Kv,23,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,1,1,6,5,2,3
,,M,17,-,-,-,-,-,-,-,-,1,-,-,-,2,-,4,3,3,1,1,1,1
I80.1,"Flebit och tromboflebit i vena femoralis",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
I80.2,"Flebit och tromboflebit i andra djupa kärl i nedre extremiteterna",Kv,10,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,3,-,1,3
,,M,12,-,-,-,-,-,-,-,-,1,-,-,-,1,-,3,1,2,1,1,1,1
I80.3,"Flebit och tromboflebit i nedre extremiteterna, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
I81,"Trombos i portavenen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
I82.8,"Emboli och trombos i andra specificerade vener",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
I82.9,"Venös emboli och trombos i ospecificerad ven",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
I83.0,"Varicer i nedre extremiteterna med bensår",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
I83.9,"Varicer i nedre extremiteterna utan uppgift om bensår eller inflammation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I85.0,"Esofagusvaricer med blödning",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-
I87.2,"Venös insufficiens (kronisk) (perifer)",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
I95-I99,"Andra och icke specificerade sjukdomar i cirkulationsorganen",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,2,1,-
I95.8,"Annan specificerad hypotoni",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
I99,"Andra och icke specificerade sjukdomar i cirkulationsorganen",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,1,-
"J00 - J99","KAP X. ANDNINGSORGANENS SJUKDOMAR",Kv,1632,-,-,-,-,-,-,-,4,1,-,3,9,20,41,69,161,253,284,323,290,174
,,M,1536,-,-,1,2,-,3,1,1,2,2,6,14,20,54,89,147,271,314,324,196,89
J00-J06,"Akuta infektioner i övre luftvägarna",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,-,4
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4,1,-,1,1
J00,"Akut nasofaryngit (förkylning)",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J01.3,"Akut sfenoidalsinuit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J02.9,"Akut faryngit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J03.0,Streptokocktonsillit,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J05.1,"Akut epiglottit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J06.9,"Akut övre luftvägsinfektion, ospecificerad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,4
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,-,1,1
J09-J18,"Influensa och lunginflammation",Kv,456,-,-,-,-,-,-,-,3,1,-,1,3,4,4,8,16,33,44,96,137,106
,,M,459,-,-,1,2,-,2,1,1,2,-,4,6,11,14,21,35,40,73,108,93,45
J09,"Influensa orsakad av vissa identifierade influensavirus",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J10.0,Influensa,Kv,9,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,4,1
,,M,16,-,-,1,1,-,-,-,-,-,-,1,-,1,-,1,3,1,2,2,1,2
J10.1,"Influensa med andra respiratoriska",Kv,18,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,3,1,2,4,5,1
,,M,14,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,1,1,2,3,3,-
J11.0,"Influensa med pneumoni, virus ej identifierat",Kv,15,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,3,1,5,1,3
,,M,26,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,3,2,6,4,5,3
J11.1,"Influensa med andra manifestationer i luftvägarna, virus ej identifierat",Kv,17,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,3,6,3,2
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,-,1
J11.8,"Influensa med andra manifestationer, virus ej identifierat",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
J12.8,"Annan specificerad viruspneumoni",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J12.9,"Viruspneumoni, ospecificerad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,2,-
,,M,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,1,-
J13,"Pneumoni orsakad av Streptococcus pneumoniae",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
J14,"Pneumoni orsakad av Haemophilus influenzae",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J15.0,"Pneumoni orsakad av Klebsiella pneumoniae",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
J15.1,"Pneumoni orsakad av Pseudomonas",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
J15.4,"Pneumoni orsakad av andra streptokocker",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
J15.7,"Pneumoni orsakad av Mycoplasma pneumoniae",M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
J15.8,"Annan specificerad bakteriell pneumoni",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J15.9,"Bakteriell pneumoni, ospecificerad",Kv,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,6,3,5
,,M,12,-,-,-,-,-,-,-,1,-,-,-,-,1,1,2,2,2,-,1,2,-
J18.0,"Bronkopneumoni, ospecificerad",Kv,11,-,-,-,-,-,-,-,-,1,-,-,1,2,-,-,-,1,2,1,-,3
,,M,24,-,-,-,-,-,1,-,-,-,-,-,2,4,5,4,5,1,1,1,-,-
J18.1,"Lobär pneumoni, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-
,,M,6,-,-,-,1,-,-,-,-,-,-,-,-,-,3,-,1,1,-,-,-,-
J18.2,"Hypostatisk pneumoni, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J18.8,"Annan pneumoni orsakad av ospecificerad mikroorganism",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J18.9,"Pneumoni, ospecificerad",Kv,352,-,-,-,-,-,-,-,1,-,-,1,-,1,2,8,12,19,30,71,117,90
,,M,342,-,-,-,-,-,-,-,-,1,-,2,2,4,3,11,19,31,57,94,79,39
J20-J22,"Andra akuta infektioner i nedre luftvägarna",Kv,36,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,5,4,5,12,6
,,M,33,-,-,-,-,-,1,-,-,-,-,-,1,1,2,1,2,4,6,5,9,1
J20.5,"Akut bronkit orsakad av respiratoriskt syncytialvirus",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J20.9,"Akut bronkit, ospecificerad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,1,2,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,2,2,3,-
J21.9,"Akut bronkiolit, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J22,"Icke specificerad akut infektion i nedre luftvägarna",Kv,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,4,4,10,6
,,M,21,-,-,-,-,-,1,-,-,-,-,-,1,1,-,1,1,4,3,2,6,1
J30-J39,"Andra sjukdomar i övre luftvägarna",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,2,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,-,-,1
J32.1,"Kronisk frontalsinuit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J32.9,"Kronisk sinuit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J36,Halsböld,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
J37.0,"Kronisk laryngit",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
J38.0,"Förlamning av stämbanden och struphuvudet",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J38.4,Larynxödem,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
J39.2,"Andra sjukdomar i farynx",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1
J40-J47,"Kroniska sjukdomar i nedre luftvägarna",Kv,948,-,-,-,-,-,-,-,1,-,-,2,3,12,32,57,125,190,193,185,108,40
,,M,721,-,-,-,-,-,-,-,-,-,-,-,4,3,24,41,77,163,162,155,68,24
J40,"Bronkit icke specificerad som akut eller kronisk",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J42,"Icke specificerad kronisk bronkit",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1
